"","V1"
"43223",4
"43224",7
"43225",1
"43226",7
"43227",8
"43228",8
"43229",2
"43230",2
"43231",2
"43232",6
"43233",6
"43234",6
"43235",6
"43236",2
"43237",8
"43238",8
"43239",8
"43240",8
"43241",6
"43242",6
"43243",4
"43244",7
"43245",7
"43246",1
"43247",1
"43248",4
"43249",1
"43250",1
"43251",3
"43252",3
"43253",3
"43254",3
"43255",3
"43256",3
"43257",3
"43258",9
"43259",1
"43260",1
"43261",4
"43262",7
"43263",8
"43264",8
"43265",8
"43266",8
"43267",8
"43268",8
"43269",3
"43270",9
"43271",4
"43272",4
"43273",2
"43274",2
"43275",2
"43276",5
"43277",3
"43278",3
"43279",5
"43280",5
"43281",5
"43282",2
"43283",2
"43284",2
"43285",4
"43286",1
"43287",8
"43288",1
"43289",8
"43290",8
"43291",5
"43292",5
"43293",5
"43294",5
"43295",6
"43296",1
"43297",7
"43298",4
"43299",5
"43300",5
"43301",5
"43302",4
"43303",4
"43304",5
"43305",5
"43306",5
"43307",7
"43308",7
"43309",7
"43310",8
"43311",5
"43312",2
"43313",2
"43314",6
"43315",6
"43316",3
"43317",3
"43318",3
"43319",3
"43320",3
"43321",2
"43322",6
"43323",4
"43324",8
"43325",8
"43326",2
"43327",8
"43328",8
"43329",5
"43330",8
"43331",9
"43332",8
"43333",6
"43334",6
"43335",6
"43336",5
"43337",5
"43338",5
"43339",8
"43340",8
"43341",1
"43342",1
"43343",1
"43344",2
"43345",2
"43346",2
"43347",6
"43348",8
"43349",8
"43350",2
"43351",2
"43352",8
"43353",8
"43354",1
"43355",1
"43356",1
"43357",3
"43358",3
"43359",3
"43360",3
"43361",6
"43362",6
"43363",3
"43364",4
"43365",4
"43366",4
"43367",8
"43368",9
"43369",8
"43370",1
"43371",8
"43372",6
"43373",4
"43374",7
"43375",4
"43376",5
"43377",5
"43378",5
"43379",5
"43380",2
"43381",4
"43382",6
"43383",2
"43384",1
"43385",5
"43386",5
"43387",5
"43388",4
"43389",1
"43390",1
"43391",1
"43392",1
"43393",1
"43394",1
"43395",8
"43396",7
"43397",3
"43398",3
"43399",9
"43400",9
"43401",9
"43402",9
"43403",6
"43404",7
"43405",3
"43406",7
"43407",3
"43408",3
"43409",9
"43410",9
"43411",9
"43412",8
"43413",8
"43414",8
"43415",5
"43416",5
"43417",5
"43418",5
"43419",2
"43420",9
"43421",9
"43422",8
"43423",8
"43424",8
"43425",5
"43426",7
"43427",5
"43428",5
"43429",6
"43430",5
"43431",3
"43432",3
"43433",9
"43434",7
"43435",7
"43436",7
"43437",7
"43438",7
"43439",7
"43440",3
"43441",6
"43442",6
"43443",6
"43444",4
"43445",4
"43446",1
"43447",1
"43448",1
"43449",2
"43450",3
"43451",3
"43452",3
"43453",9
"43454",9
"43455",9
"43456",5
"43457",5
"43458",5
"43459",4
"43460",2
"43461",2
"43462",2
"43463",2
"43464",4
"43465",4
"43466",4
"43467",4
"43468",4
"43469",6
"43470",7
"43471",6
"43472",5
"43473",5
"43474",1
"43475",7
"43476",9
"43477",1
"43478",8
"43479",3
"43480",6
"43481",6
"43482",5
"43483",5
"43484",5
"43485",4
"43486",2
"43487",1
"43488",8
"43489",7
"43490",7
"43491",7
"43492",7
"43493",7
"43494",3
"43495",5
"43496",7
"43497",7
"43498",7
"43499",7
"43500",7
"43501",7
"43502",8
"43503",5
"43504",5
"43505",6
"43506",8
"43507",6
"43508",8
"43509",6
"43510",7
"43511",6
"43512",3
"43513",6
"43514",6
"43515",1
"43516",2
"43517",1
"43518",8
"43519",8
"43520",8
"43521",1
"43522",1
"43523",1
"43524",8
"43525",8
"43526",5
"43527",7
"43528",3
"43529",4
"43530",7
"43531",4
"43532",8
"43533",8
"43534",4
"43535",4
"43536",6
"43537",6
"43538",5
"43539",8
"43540",5
"43541",5
"43542",5
"43543",5
"43544",5
"43545",5
"43546",2
"43547",2
"43548",6
"43549",6
"43550",6
"43551",6
"43552",6
"43553",3
"43554",1
"43555",7
"43556",7
"43557",7
"43558",5
"43559",7
"43560",6
"43561",6
"43562",6
"43563",3
"43564",2
"43565",7
"43566",1
"43567",8
"43568",8
"43569",3
"43570",1
"43571",1
"43572",3
"43573",4
"43574",6
"43575",4
"43576",4
"43577",4
"43578",4
"43579",6
"43580",6
"43581",5
"43582",5
"43583",5
"43584",8
"43585",8
"43586",8
"43587",4
"43588",2
"43589",2
"43590",5
"43591",5
"43592",3
"43593",5
"43594",7
"43595",5
"43596",2
"43597",3
"43598",2
"43599",5
"43600",5
"43601",7
"43602",7
"43603",5
"43604",3
"43605",5
"43606",5
"43607",5
"43608",5
"43609",5
"43610",5
"43611",5
"43612",6
"43613",6
"43614",6
"43615",3
"43616",2
"43617",5
"43618",2
"43619",2
"43620",2
"43621",9
"43622",9
"43623",9
"43624",9
"43625",6
"43626",6
"43627",8
"43628",7
"43629",7
"43630",6
"43631",6
"43632",1
"43633",1
"43634",1
"43635",4
"43636",7
"43637",7
"43638",9
"43639",9
"43640",9
"43641",6
"43642",3
"43643",3
"43644",3
"43645",3
"43646",3
"43647",1
"43648",8
"43649",5
"43650",8
"43651",7
"43652",3
"43653",7
"43654",7
"43655",1
"43656",4
"43657",6
"43658",6
"43659",9
"43660",9
"43661",9
"43662",1
"43663",2
"43664",2
"43665",1
"43666",1
"43667",1
"43668",6
"43669",6
"43670",9
"43671",9
"43672",9
"43673",2
"43674",2
"43675",6
"43676",2
"43677",3
"43678",7
"43679",7
"43680",7
"43681",1
"43682",7
"43683",7
"43684",5
"43685",4
"43686",4
"43687",3
"43688",4
"43689",7
"43690",6
"43691",2
"43692",2
"43693",3
"43694",4
"43695",2
"43696",2
"43697",2
"43698",3
"43699",3
"43700",2
"43701",6
"43702",2
"43703",4
"43704",4
"43705",3
"43706",3
"43707",6
"43708",6
"43709",6
"43710",3
"43711",8
"43712",3
"43713",8
"43714",5
"43715",5
"43716",3
"43717",3
"43718",6
"43719",8
"43720",1
"43721",1
"43722",2
"43723",2
"43724",2
"43725",6
"43726",6
"43727",2
"43728",8
"43729",5
"43730",5
"43731",1
"43732",1
"43733",7
"43734",7
"43735",5
"43736",5
"43737",5
"43738",2
"43739",2
"43740",2
"43741",2
"43742",5
"43743",2
"43744",5
"43745",1
"43746",3
"43747",9
"43748",6
"43749",6
"43750",6
"43751",6
"43752",6
"43753",2
"43754",2
"43755",3
"43756",3
"43757",4
"43758",4
"43759",4
"43760",5
"43761",4
"43762",6
"43763",6
"43764",8
"43765",1
"43766",1
"43767",1
"43768",1
"43769",1
"43770",5
"43771",4
"43772",3
"43773",4
"43774",6
"43775",4
"43776",4
"43777",4
"43778",4
"43779",6
"43780",5
"43781",5
"43782",5
"43783",3
"43784",6
"43785",2
"43786",4
"43787",2
"43788",2
"43789",4
"43790",5
"43791",3
"43792",6
"43793",4
"43794",4
"43795",4
"43796",4
"43797",8
"43798",8
"43799",5
"43800",5
"43801",6
"43802",3
"43803",3
"43804",1
"43805",1
"43806",1
"43807",4
"43808",3
"43809",2
"43810",2
"43811",2
"43812",7
"43813",6
"43814",6
"43815",3
"43816",3
"43817",3
"43818",6
"43819",6
"43820",7
"43821",7
"43822",8
"43823",3
"43824",8
"43825",7
"43826",1
"43827",2
"43828",8
"43829",1
"43830",1
"43831",1
"43832",2
"43833",2
"43834",4
"43835",2
"43836",5
"43837",8
"43838",5
"43839",8
"43840",7
"43841",7
"43842",3
"43843",9
"43844",2
"43845",7
"43846",2
"43847",7
"43848",1
"43849",6
"43850",6
"43851",6
"43852",2
"43853",2
"43854",5
"43855",5
"43856",2
"43857",2
"43858",8
"43859",8
"43860",3
"43861",2
"43862",8
"43863",8
"43864",6
"43865",8
"43866",1
"43867",1
"43868",9
"43869",9
"43870",9
"43871",5
"43872",6
"43873",6
"43874",6
"43875",2
"43876",2
"43877",7
"43878",7
"43879",3
"43880",9
"43881",3
"43882",6
"43883",3
"43884",3
"43885",1
"43886",1
"43887",8
"43888",5
"43889",6
"43890",2
"43891",2
"43892",1
"43893",1
"43894",2
"43895",2
"43896",2
"43897",6
"43898",5
"43899",5
"43900",5
"43901",2
"43902",5
"43903",5
"43904",3
"43905",3
"43906",3
"43907",3
"43908",5
"43909",6
"43910",6
"43911",6
"43912",4
"43913",4
"43914",4
"43915",4
"43916",5
"43917",5
"43918",4
"43919",4
"43920",6
"43921",6
"43922",5
"43923",5
"43924",5
"43925",1
"43926",1
"43927",1
"43928",3
"43929",7
"43930",7
"43931",3
"43932",3
"43933",4
"43934",8
"43935",8
"43936",4
"43937",6
"43938",1
"43939",1
"43940",1
"43941",6
"43942",3
"43943",1
"43944",4
"43945",4
"43946",4
"43947",4
"43948",4
"43949",4
"43950",5
"43951",4
"43952",5
"43953",6
"43954",6
"43955",7
"43956",3
"43957",3
"43958",2
"43959",5
"43960",5
"43961",5
"43962",7
"43963",1
"43964",8
"43965",7
"43966",7
"43967",4
"43968",4
"43969",4
"43970",8
"43971",9
"43972",9
"43973",9
"43974",7
"43975",7
"43976",8
"43977",8
"43978",1
"43979",1
"43980",9
"43981",9
"43982",9
"43983",9
"43984",9
"43985",9
"43986",6
"43987",6
"43988",8
"43989",8
"43990",2
"43991",7
"43992",7
"43993",1
"43994",1
"43995",1
"43996",2
"43997",2
"43998",7
"43999",1
"44000",1
"44001",1
"44002",6
"44003",3
"44004",7
"44005",4
"44006",8
"44007",8
"44008",6
"44009",6
"44010",6
"44011",5
"44012",2
"44013",3
"44014",3
"44015",7
"44016",7
"44017",2
"44018",3
"44019",1
"44020",1
"44021",8
"44022",8
"44023",8
"44024",1
"44025",4
"44026",1
"44027",3
"44028",3
"44029",3
"44030",2
"44031",7
"44032",4
"44033",4
"44034",4
"44035",6
"44036",6
"44037",8
"44038",4
"44039",7
"44040",4
"44041",7
"44042",7
"44043",7
"44044",8
"44045",9
"44046",8
"44047",2
"44048",2
"44049",2
"44050",3
"44051",8
"44052",3
"44053",9
"44054",9
"44055",9
"44056",4
"44057",3
"44058",6
"44059",7
"44060",7
"44061",7
"44062",7
"44063",7
"44064",7
"44065",7
"44066",7
"44067",7
"44068",7
"44069",7
"44070",5
"44071",3
"44072",6
"44073",9
"44074",6
"44075",6
"44076",6
"44077",6
"44078",3
"44079",7
"44080",1
"44081",1
"44082",9
"44083",2
"44084",1
"44085",1
"44086",1
"44087",7
"44088",6
"44089",9
"44090",6
"44091",9
"44092",6
"44093",1
"44094",8
"44095",9
"44096",6
"44097",1
"44098",3
"44099",3
"44100",3
"44101",2
"44102",8
"44103",8
"44104",6
"44105",2
"44106",9
"44107",6
"44108",7
"44109",7
"44110",7
"44111",7
"44112",7
"44113",7
"44114",9
"44115",9
"44116",9
"44117",2
"44118",2
"44119",3
"44120",6
"44121",1
"44122",8
"44123",2
"44124",1
"44125",1
"44126",8
"44127",8
"44128",8
"44129",5
"44130",1
"44131",3
"44132",1
"44133",9
"44134",9
"44135",5
"44136",7
"44137",7
"44138",7
"44139",8
"44140",5
"44141",1
"44142",1
"44143",1
"44144",6
"44145",3
"44146",3
"44147",2
"44148",2
"44149",2
"44150",2
"44151",2
"44152",9
"44153",9
"44154",2
"44155",8
"44156",2
"44157",6
"44158",6
"44159",6
"44160",6
"44161",2
"44162",2
"44163",2
"44164",9
"44165",8
"44166",3
"44167",2
"44168",6
"44169",6
"44170",6
"44171",1
"44172",7
"44173",4
"44174",4
"44175",4
"44176",6
"44177",2
"44178",3
"44179",3
"44180",3
"44181",3
"44182",6
"44183",6
"44184",5
"44185",5
"44186",5
"44187",5
"44188",5
"44189",8
"44190",8
"44191",3
"44192",7
"44193",7
"44194",3
"44195",9
"44196",9
"44197",9
"44198",7
"44199",2
"44200",2
"44201",2
"44202",2
"44203",6
"44204",3
"44205",7
"44206",3
"44207",7
"44208",7
"44209",7
"44210",7
"44211",3
"44212",3
"44213",5
"44214",5
"44215",7
"44216",7
"44217",9
"44218",9
"44219",9
"44220",6
"44221",6
"44222",6
"44223",8
"44224",4
"44225",4
"44226",5
"44227",5
"44228",7
"44229",7
"44230",7
"44231",5
"44232",9
"44233",9
"44234",9
"44235",3
"44236",5
"44237",6
"44238",6
"44239",6
"44240",7
"44241",6
"44242",6
"44243",9
"44244",9
"44245",9
"44246",5
"44247",6
"44248",6
"44249",6
"44250",9
"44251",3
"44252",6
"44253",2
"44254",4
"44255",1
"44256",1
"44257",8
"44258",8
"44259",7
"44260",6
"44261",2
"44262",6
"44263",5
"44264",2
"44265",8
"44266",9
"44267",8
"44268",5
"44269",8
"44270",5
"44271",1
"44272",1
"44273",6
"44274",2
"44275",2
"44276",9
"44277",9
"44278",7
"44279",7
"44280",7
"44281",4
"44282",3
"44283",6
"44284",9
"44285",9
"44286",8
"44287",5
"44288",5
"44289",8
"44290",8
"44291",4
"44292",3
"44293",3
"44294",7
"44295",1
"44296",1
"44297",1
"44298",5
"44299",5
"44300",7
"44301",7
"44302",6
"44303",6
"44304",6
"44305",3
"44306",3
"44307",3
"44308",3
"44309",3
"44310",3
"44311",2
"44312",2
"44313",9
"44314",7
"44315",7
"44316",2
"44317",2
"44318",7
"44319",7
"44320",5
"44321",5
"44322",6
"44323",6
"44324",6
"44325",1
"44326",4
"44327",3
"44328",6
"44329",6
"44330",6
"44331",2
"44332",2
"44333",2
"44334",7
"44335",9
"44336",5
"44337",3
"44338",9
"44339",9
"44340",9
"44341",1
"44342",1
"44343",1
"44344",1
"44345",3
"44346",6
"44347",6
"44348",5
"44349",8
"44350",8
"44351",8
"44352",1
"44353",3
"44354",3
"44355",3
"44356",7
"44357",7
"44358",3
"44359",3
"44360",5
"44361",5
"44362",5
"44363",7
"44364",3
"44365",3
"44366",1
"44367",1
"44368",1
"44369",2
"44370",3
"44371",3
"44372",7
"44373",6
"44374",6
"44375",6
"44376",8
"44377",1
"44378",1
"44379",1
"44380",4
"44381",4
"44382",6
"44383",3
"44384",3
"44385",6
"44386",4
"44387",4
"44388",4
"44389",3
"44390",2
"44391",2
"44392",7
"44393",5
"44394",5
"44395",5
"44396",2
"44397",2
"44398",2
"44399",3
"44400",7
"44401",1
"44402",9
"44403",9
"44404",9
"44405",3
"44406",7
"44407",3
"44408",7
"44409",2
"44410",8
"44411",8
"44412",8
"44413",2
"44414",4
"44415",5
"44416",5
"44417",6
"44418",7
"44419",7
"44420",7
"44421",5
"44422",5
"44423",7
"44424",7
"44425",2
"44426",3
"44427",2
"44428",3
"44429",5
"44430",7
"44431",3
"44432",8
"44433",8
"44434",5
"44435",5
"44436",5
"44437",4
"44438",5
"44439",4
"44440",7
"44441",7
"44442",4
"44443",1
"44444",2
"44445",2
"44446",2
"44447",2
"44448",2
"44449",3
"44450",6
"44451",6
"44452",7
"44453",3
"44454",3
"44455",4
"44456",4
"44457",4
"44458",6
"44459",1
"44460",1
"44461",9
"44462",8
"44463",8
"44464",8
"44465",8
"44466",8
"44467",2
"44468",2
"44469",2
"44470",8
"44471",7
"44472",7
"44473",7
"44474",5
"44475",5
"44476",5
"44477",5
"44478",5
"44479",5
"44480",3
"44481",2
"44482",3
"44483",5
"44484",5
"44485",5
"44486",5
"44487",5
"44488",2
"44489",2
"44490",4
"44491",4
"44492",4
"44493",8
"44494",6
"44495",3
"44496",1
"44497",1
"44498",1
"44499",1
"44500",1
"44501",3
"44502",6
"44503",1
"44504",6
"44505",8
"44506",6
"44507",8
"44508",5
"44509",9
"44510",5
"44511",6
"44512",7
"44513",5
"44514",5
"44515",5
"44516",3
"44517",8
"44518",8
"44519",2
"44520",4
"44521",4
"44522",4
"44523",6
"44524",4
"44525",7
"44526",7
"44527",6
"44528",2
"44529",2
"44530",3
"44531",4
"44532",6
"44533",6
"44534",2
"44535",7
"44536",7
"44537",7
"44538",5
"44539",5
"44540",5
"44541",2
"44542",7
"44543",2
"44544",3
"44545",4
"44546",4
"44547",4
"44548",5
"44549",6
"44550",6
"44551",5
"44552",5
"44553",5
"44554",7
"44555",7
"44556",3
"44557",6
"44558",6
"44559",6
"44560",6
"44561",7
"44562",3
"44563",3
"44564",5
"44565",5
"44566",5
"44567",8
"44568",2
"44569",6
"44570",6
"44571",8
"44572",4
"44573",4
"44574",6
"44575",6
"44576",6
"44577",6
"44578",2
"44579",4
"44580",4
"44581",4
"44582",4
"44583",4
"44584",4
"44585",6
"44586",3
"44587",6
"44588",9
"44589",6
"44590",7
"44591",6
"44592",6
"44593",6
"44594",9
"44595",6
"44596",4
"44597",4
"44598",4
"44599",4
"44600",6
"44601",3
"44602",1
"44603",1
"44604",1
"44605",5
"44606",7
"44607",7
"44608",7
"44609",3
"44610",2
"44611",2
"44612",7
"44613",7
"44614",7
"44615",3
"44616",5
"44617",5
"44618",3
"44619",2
"44620",8
"44621",6
"44622",5
"44623",5
"44624",5
"44625",5
"44626",5
"44627",2
"44628",2
"44629",2
"44630",2
"44631",2
"44632",2
"44633",3
"44634",3
"44635",3
"44636",3
"44637",7
"44638",1
"44639",3
"44640",3
"44641",3
"44642",2
"44643",2
"44644",3
"44645",2
"44646",3
"44647",3
"44648",7
"44649",3
"44650",3
"44651",3
"44652",3
"44653",3
"44654",4
"44655",4
"44656",4
"44657",6
"44658",6
"44659",6
"44660",4
"44661",4
"44662",8
"44663",8
"44664",1
"44665",2
"44666",7
"44667",1
"44668",1
"44669",1
"44670",6
"44671",6
"44672",8
"44673",8
"44674",8
"44675",3
"44676",2
"44677",2
"44678",2
"44679",3
"44680",3
"44681",3
"44682",3
"44683",2
"44684",3
"44685",3
"44686",4
"44687",4
"44688",4
"44689",7
"44690",6
"44691",6
"44692",9
"44693",9
"44694",9
"44695",3
"44696",3
"44697",3
"44698",3
"44699",2
"44700",1
"44701",7
"44702",9
"44703",9
"44704",9
"44705",9
"44706",7
"44707",7
"44708",5
"44709",5
"44710",5
"44711",2
"44712",7
"44713",7
"44714",7
"44715",7
"44716",8
"44717",1
"44718",8
"44719",3
"44720",2
"44721",3
"44722",3
"44723",3
"44724",6
"44725",7
"44726",7
"44727",3
"44728",3
"44729",7
"44730",5
"44731",5
"44732",8
"44733",4
"44734",1
"44735",1
"44736",1
"44737",4
"44738",4
"44739",4
"44740",1
"44741",4
"44742",7
"44743",8
"44744",5
"44745",5
"44746",8
"44747",1
"44748",7
"44749",6
"44750",4
"44751",4
"44752",4
"44753",1
"44754",5
"44755",5
"44756",5
"44757",8
"44758",7
"44759",3
"44760",8
"44761",8
"44762",8
"44763",8
"44764",3
"44765",3
"44766",3
"44767",4
"44768",4
"44769",4
"44770",4
"44771",4
"44772",4
"44773",2
"44774",5
"44775",5
"44776",5
"44777",3
"44778",3
"44779",3
"44780",5
"44781",5
"44782",5
"44783",3
"44784",7
"44785",3
"44786",6
"44787",6
"44788",6
"44789",3
"44790",7
"44791",7
"44792",7
"44793",7
"44794",3
"44795",8
"44796",6
"44797",6
"44798",6
"44799",3
"44800",7
"44801",1
"44802",7
"44803",6
"44804",6
"44805",6
"44806",7
"44807",7
"44808",7
"44809",7
"44810",5
"44811",5
"44812",6
"44813",6
"44814",6
"44815",2
"44816",8
"44817",8
"44818",8
"44819",7
"44820",4
"44821",4
"44822",4
"44823",6
"44824",5
"44825",4
"44826",4
"44827",4
"44828",6
"44829",3
"44830",6
"44831",3
"44832",3
"44833",2
"44834",6
"44835",2
"44836",6
"44837",6
"44838",4
"44839",4
"44840",4
"44841",1
"44842",8
"44843",8
"44844",3
"44845",6
"44846",6
"44847",6
"44848",6
"44849",6
"44850",6
"44851",8
"44852",5
"44853",8
"44854",6
"44855",6
"44856",2
"44857",2
"44858",2
"44859",2
"44860",8
"44861",8
"44862",8
"44863",2
"44864",7
"44865",3
"44866",5
"44867",6
"44868",6
"44869",6
"44870",6
"44871",6
"44872",2
"44873",2
"44874",5
"44875",6
"44876",3
"44877",5
"44878",5
"44879",5
"44880",4
"44881",3
"44882",3
"44883",6
"44884",6
"44885",3
"44886",4
"44887",4
"44888",4
"44889",3
"44890",3
"44891",7
"44892",7
"44893",7
"44894",3
"44895",3
"44896",3
"44897",8
"44898",8
"44899",7
"44900",7
"44901",3
"44902",9
"44903",1
"44904",4
"44905",4
"44906",5
"44907",5
"44908",5
"44909",5
"44910",5
"44911",5
"44912",5
"44913",3
"44914",3
"44915",3
"44916",3
"44917",7
"44918",2
"44919",5
"44920",2
"44921",2
"44922",4
"44923",6
"44924",6
"44925",5
"44926",5
"44927",9
"44928",9
"44929",9
"44930",5
"44931",8
"44932",8
"44933",9
"44934",1
"44935",6
"44936",6
"44937",2
"44938",2
"44939",1
"44940",2
"44941",9
"44942",9
"44943",9
"44944",6
"44945",6
"44946",6
"44947",6
"44948",6
"44949",6
"44950",6
"44951",6
"44952",6
"44953",5
"44954",5
"44955",6
"44956",5
"44957",2
"44958",2
"44959",2
"44960",4
"44961",4
"44962",4
"44963",4
"44964",8
"44965",5
"44966",4
"44967",4
"44968",4
"44969",1
"44970",4
"44971",6
"44972",7
"44973",7
"44974",1
"44975",5
"44976",5
"44977",5
"44978",5
"44979",3
"44980",3
"44981",9
"44982",8
"44983",8
"44984",5
"44985",7
"44986",3
"44987",7
"44988",4
"44989",3
"44990",3
"44991",3
"44992",3
"44993",3
"44994",3
"44995",3
"44996",4
"44997",4
"44998",1
"44999",6
"45000",6
"45001",6
"45002",2
"45003",5
"45004",5
"45005",3
"45006",3
"45007",3
"45008",4
"45009",9
"45010",9
"45011",9
"45012",4
"45013",4
"45014",4
"45015",5
"45016",3
"45017",3
"45018",3
"45019",5
"45020",6
"45021",6
"45022",4
"45023",3
"45024",8
"45025",2
"45026",1
"45027",1
"45028",9
"45029",3
"45030",8
"45031",2
"45032",7
"45033",3
"45034",5
"45035",5
"45036",4
"45037",2
"45038",2
"45039",2
"45040",2
"45041",2
"45042",5
"45043",5
"45044",5
"45045",5
"45046",5
"45047",5
"45048",2
"45049",2
"45050",8
"45051",9
"45052",9
"45053",3
"45054",3
"45055",3
"45056",7
"45057",7
"45058",2
"45059",1
"45060",3
"45061",3
"45062",3
"45063",5
"45064",5
"45065",2
"45066",2
"45067",8
"45068",8
"45069",8
"45070",3
"45071",3
"45072",3
"45073",6
"45074",8
"45075",8
"45076",8
"45077",1
"45078",1
"45079",4
"45080",4
"45081",8
"45082",8
"45083",5
"45084",5
"45085",6
"45086",6
"45087",6
"45088",8
"45089",4
"45090",8
"45091",2
"45092",6
"45093",6
"45094",6
"45095",2
"45096",2
"45097",2
"45098",2
"45099",1
"45100",1
"45101",9
"45102",7
"45103",3
"45104",6
"45105",4
"45106",4
"45107",4
"45108",5
"45109",5
"45110",5
"45111",7
"45112",2
"45113",7
"45114",6
"45115",4
"45116",4
"45117",4
"45118",3
"45119",6
"45120",2
"45121",4
"45122",4
"45123",3
"45124",3
"45125",5
"45126",6
"45127",2
"45128",3
"45129",8
"45130",3
"45131",6
"45132",6
"45133",8
"45134",5
"45135",8
"45136",2
"45137",6
"45138",2
"45139",2
"45140",2
"45141",8
"45142",4
"45143",4
"45144",9
"45145",9
"45146",9
"45147",4
"45148",4
"45149",4
"45150",4
"45151",4
"45152",3
"45153",4
"45154",4
"45155",7
"45156",6
"45157",6
"45158",6
"45159",4
"45160",4
"45161",4
"45162",2
"45163",5
"45164",5
"45165",5
"45166",5
"45167",8
"45168",9
"45169",9
"45170",9
"45171",7
"45172",7
"45173",5
"45174",5
"45175",6
"45176",2
"45177",1
"45178",2
"45179",1
"45180",1
"45181",5
"45182",7
"45183",3
"45184",7
"45185",6
"45186",6
"45187",6
"45188",2
"45189",7
"45190",7
"45191",7
"45192",6
"45193",7
"45194",7
"45195",3
"45196",4
"45197",4
"45198",4
"45199",2
"45200",5
"45201",2
"45202",5
"45203",2
"45204",9
"45205",1
"45206",9
"45207",7
"45208",1
"45209",4
"45210",4
"45211",4
"45212",2
"45213",6
"45214",7
"45215",6
"45216",8
"45217",8
"45218",7
"45219",4
"45220",4
"45221",4
"45222",8
"45223",3
"45224",3
"45225",9
"45226",9
"45227",9
"45228",6
"45229",5
"45230",5
"45231",2
"45232",2
"45233",8
"45234",8
"45235",7
"45236",3
"45237",8
"45238",4
"45239",4
"45240",4
"45241",4
"45242",4
"45243",1
"45244",1
"45245",1
"45246",6
"45247",6
"45248",9
"45249",8
"45250",8
"45251",4
"45252",4
"45253",4
"45254",2
"45255",2
"45256",6
"45257",6
"45258",1
"45259",1
"45260",5
"45261",1
"45262",1
"45263",1
"45264",9
"45265",9
"45266",2
"45267",5
"45268",4
"45269",6
"45270",4
"45271",6
"45272",4
"45273",7
"45274",8
"45275",7
"45276",5
"45277",5
"45278",5
"45279",6
"45280",2
"45281",2
"45282",5
"45283",9
"45284",5
"45285",4
"45286",7
"45287",8
"45288",8
"45289",8
"45290",7
"45291",5
"45292",5
"45293",5
"45294",4
"45295",7
"45296",5
"45297",5
"45298",3
"45299",3
"45300",5
"45301",5
"45302",7
"45303",5
"45304",5
"45305",4
"45306",2
"45307",4
"45308",2
"45309",1
"45310",4
"45311",4
"45312",5
"45313",6
"45314",6
"45315",5
"45316",1
"45317",8
"45318",4
"45319",8
"45320",6
"45321",2
"45322",2
"45323",2
"45324",4
"45325",4
"45326",4
"45327",6
"45328",1
"45329",7
"45330",7
"45331",7
"45332",7
"45333",7
"45334",4
"45335",4
"45336",3
"45337",3
"45338",3
"45339",8
"45340",1
"45341",6
"45342",6
"45343",6
"45344",2
"45345",1
"45346",6
"45347",1
"45348",1
"45349",1
"45350",7
"45351",7
"45352",7
"45353",9
"45354",3
"45355",6
"45356",2
"45357",2
"45358",2
"45359",2
"45360",1
"45361",1
"45362",7
"45363",6
"45364",1
"45365",8
"45366",8
"45367",8
"45368",6
"45369",4
"45370",2
"45371",2
"45372",2
"45373",7
"45374",7
"45375",3
"45376",7
"45377",3
"45378",7
"45379",5
"45380",3
"45381",5
"45382",3
"45383",5
"45384",5
"45385",5
"45386",4
"45387",5
"45388",5
"45389",5
"45390",6
"45391",4
"45392",4
"45393",4
"45394",1
"45395",5
"45396",6
"45397",8
"45398",6
"45399",2
"45400",5
"45401",6
"45402",6
"45403",6
"45404",6
"45405",2
"45406",1
"45407",2
"45408",4
"45409",5
"45410",5
"45411",7
"45412",7
"45413",7
"45414",2
"45415",4
"45416",6
"45417",8
"45418",8
"45419",6
"45420",6
"45421",1
"45422",9
"45423",7
"45424",7
"45425",7
"45426",6
"45427",2
"45428",2
"45429",2
"45430",3
"45431",6
"45432",6
"45433",6
"45434",7
"45435",7
"45436",7
"45437",4
"45438",9
"45439",3
"45440",7
"45441",7
"45442",3
"45443",2
"45444",1
"45445",5
"45446",2
"45447",2
"45448",6
"45449",6
"45450",6
"45451",4
"45452",5
"45453",5
"45454",6
"45455",6
"45456",6
"45457",6
"45458",4
"45459",8
"45460",8
"45461",6
"45462",6
"45463",6
"45464",6
"45465",4
"45466",4
"45467",2
"45468",2
"45469",6
"45470",6
"45471",4
"45472",8
"45473",8
"45474",9
"45475",9
"45476",9
"45477",8
"45478",7
"45479",2
"45480",2
"45481",2
"45482",2
"45483",2
"45484",8
"45485",8
"45486",5
"45487",5
"45488",5
"45489",6
"45490",1
"45491",3
"45492",7
"45493",7
"45494",2
"45495",4
"45496",4
"45497",5
"45498",9
"45499",9
"45500",9
"45501",8
"45502",5
"45503",8
"45504",7
"45505",9
"45506",3
"45507",2
"45508",2
"45509",2
"45510",4
"45511",4
"45512",8
"45513",6
"45514",6
"45515",6
"45516",2
"45517",2
"45518",2
"45519",2
"45520",4
"45521",5
"45522",6
"45523",3
"45524",3
"45525",3
"45526",3
"45527",5
"45528",4
"45529",2
"45530",2
"45531",2
"45532",7
"45533",1
"45534",1
"45535",6
"45536",6
"45537",6
"45538",5
"45539",5
"45540",5
"45541",5
"45542",5
"45543",5
"45544",5
"45545",5
"45546",5
"45547",5
"45548",5
"45549",6
"45550",6
"45551",6
"45552",6
"45553",2
"45554",6
